#integration threshold:    1.00 TeV
#Crab flux > int. thresh:  1.889e-11
#redshift:                 0.0000
#minimum-transit-coverage: 0.50
# MJD start  MJD stop  flux+/-err [cm^-2 s^-1]  flux+/-err [CU]  transits  index  cut-off   TS(bkg)
56988.1937  56988.4431    2.452e-11  5.149e-12    1.298  0.273    1.000    2.63  1000000.0   43.79
56989.1910  56989.4403    1.955e-11  5.704e-12    1.035  0.302    0.852    2.63  1000000.0   18.42
56990.1882  56990.4375    2.434e-11  6.626e-12    1.288  0.351    0.843    2.63  1000000.0   19.14
56991.1917  56991.4347    2.623e-11  6.088e-12    1.388  0.322    0.846    2.63  1000000.0   30.21
56992.1826  56992.4319    1.940e-11  5.083e-12    1.027  0.269    0.959    2.63  1000000.0   28.94
56993.1799  56993.4292    2.393e-11  5.537e-12    1.267  0.293    1.000    2.63  1000000.0   31.31
56994.1771  56994.4264    1.269e-11  4.717e-12    0.672  0.250    1.000    2.63  1000000.0   11.27
56995.1792  56995.4236    1.919e-11  5.417e-12    1.016  0.287    0.998    2.63  1000000.0   18.32
56996.1715  56996.4208    1.559e-11  4.876e-12    0.825  0.258    1.000    2.63  1000000.0   18.00
56997.1687  56997.4181    3.726e-12  5.015e-12    0.197  0.265    1.000    2.63  1000000.0    0.60
56998.1660  56998.4153    1.940e-11  5.374e-12    1.027  0.284    1.000    2.63  1000000.0   20.90
56999.1632  56999.4125    1.728e-11  5.844e-12    0.915  0.309    0.996    2.63  1000000.0   11.36
57000.1604  57000.4097    1.712e-11  4.789e-12    0.906  0.254    0.993    2.63  1000000.0   24.02
57001.1583  57001.4076    1.851e-11  5.233e-12    0.980  0.277    1.000    2.63  1000000.0   20.91
57002.1556  57002.4049    1.396e-11  5.146e-12    0.739  0.272    1.000    2.63  1000000.0   10.03
57003.1528  57003.4021    2.125e-11  5.515e-12    1.125  0.292    1.000    2.63  1000000.0   29.33
57004.1500  57004.3993    1.690e-11  5.150e-12    0.894  0.273    1.000    2.63  1000000.0   20.14
57005.1472  57005.3965    1.604e-11  5.242e-12    0.849  0.278    1.000    2.63  1000000.0   14.91
57006.1444  57006.3938    1.763e-11  5.138e-12    0.933  0.272    1.000    2.63  1000000.0   21.22
57007.1417  57007.3910    1.172e-11  4.680e-12    0.621  0.248    1.000    2.63  1000000.0   12.22
57008.1389  57008.3882    1.610e-11  4.873e-12    0.852  0.258    1.000    2.63  1000000.0   17.47
57009.1361  57009.3854    1.502e-11  5.382e-12    0.795  0.285    1.000    2.63  1000000.0   11.44
57010.1333  57010.3826    1.662e-11  5.047e-12    0.880  0.267    1.000    2.63  1000000.0   18.42
57011.1306  57011.3799    2.540e-11  5.588e-12    1.345  0.296    1.000    2.63  1000000.0   36.44
57012.1278  57012.3771    2.277e-11  5.783e-12    1.206  0.306    0.917    2.63  1000000.0   28.74
57013.1250  57013.3743    2.164e-11  5.071e-12    1.146  0.268    1.000    2.63  1000000.0   41.74
57014.1222  57014.3715    1.533e-11  4.965e-12    0.812  0.263    0.975    2.63  1000000.0   16.16
57015.1194  57015.3688    1.621e-11  5.425e-12    0.858  0.287    1.000    2.63  1000000.0   13.06
57016.1174  57016.3667    1.437e-11  5.158e-12    0.761  0.273    1.000    2.63  1000000.0   12.62
57017.1146  57017.3639    1.463e-11  5.567e-12    0.774  0.295    0.955    2.63  1000000.0    9.42
57018.1118  57018.3611    2.233e-11  5.320e-12    1.182  0.282    0.970    2.63  1000000.0   29.35
57019.1090  57019.3583    2.831e-11  5.866e-12    1.499  0.311    0.950    2.63  1000000.0   42.19
57020.1062  57020.3556    1.282e-11  4.772e-12    0.678  0.253    0.983    2.63  1000000.0   13.71
57021.1035  57021.3528    1.239e-11  5.015e-12    0.656  0.266    1.000    2.63  1000000.0    9.50
57022.1007  57022.3500    1.200e-11  5.047e-12    0.635  0.267    1.000    2.63  1000000.0    8.35
57023.0979  57023.3472    1.334e-11  5.180e-12    0.706  0.274    1.000    2.63  1000000.0   10.30
57024.0951  57024.3444    1.953e-11  5.181e-12    1.034  0.274    1.000    2.63  1000000.0   27.50
57025.0924  57025.3417    2.251e-11  5.673e-12    1.192  0.300    1.000    2.63  1000000.0   25.55
57026.0896  57026.3389    3.018e-11  5.922e-12    1.598  0.314    1.000    2.63  1000000.0   46.57
57027.0868  57027.3361    2.677e-11  5.899e-12    1.417  0.312    1.000    2.63  1000000.0   32.35
57028.0840  57028.3333    1.199e-11  5.236e-12    0.635  0.277    1.000    2.63  1000000.0    7.54
57029.0813  57029.3306    2.437e-11  5.838e-12    1.290  0.309    0.921    2.63  1000000.0   31.28
57030.0792  57030.3285    1.840e-11  5.472e-12    0.974  0.290    0.979    2.63  1000000.0   17.34
57031.0764  57031.3257    1.970e-11  5.343e-12    1.043  0.283    0.977    2.63  1000000.0   23.13
57032.0736  57032.3229    2.188e-11  5.376e-12    1.158  0.285    1.000    2.63  1000000.0   27.43
57033.0708  57033.3201    2.728e-11  5.458e-12    1.444  0.289    1.000    2.63  1000000.0   46.46
57034.0681  57034.3174    2.895e-11  5.884e-12    1.533  0.311    1.000    2.63  1000000.0   37.99
57035.0653  57035.3146    1.355e-11  5.113e-12    0.717  0.271    1.000    2.63  1000000.0   10.09
57036.0625  57036.3118    1.294e-11  4.550e-12    0.685  0.241    1.000    2.63  1000000.0   14.26
57037.0597  57037.3090    2.152e-11  5.836e-12    1.139  0.309    1.000    2.63  1000000.0   18.58
57038.0569  57038.3063    1.277e-11  4.762e-12    0.676  0.252    1.000    2.63  1000000.0   12.89
57039.0542  57039.3035    1.534e-11  4.907e-12    0.812  0.260    1.000    2.63  1000000.0   18.35
57040.0514  57040.3007    3.710e-12  3.249e-12    0.196  0.172    1.000    2.63  1000000.0    1.88
57041.0486  57041.2979    1.685e-11  5.313e-12    0.892  0.281    1.000    2.63  1000000.0   16.14
