#integration threshold:    2.00 TeV
#Crab flux > int. thresh:  6.103e-12
#redshift:                 0.0000
#minimum-transit-coverage: 0.50
# MJD start  MJD stop  flux+/-err [cm^-2 s^-1]  flux+/-err [CU]  transits  index  cut-off   TS(bkg)
56988.4222  56988.5868    1.655e-11  4.043e-12    2.712  0.662    0.790    2.20       5.0   21.24
56989.4194  56989.6687    6.560e-12  3.309e-12    1.075  0.542    0.871    2.20       5.0    4.73
56990.4167  56990.6660    9.530e-12  3.457e-12    1.561  0.566    0.863    2.20       5.0    9.88
56991.4139  56991.6632    1.327e-11  3.708e-12    2.175  0.608    0.895    2.20       5.0   16.00
56992.4111  56992.6604    7.017e-12  3.296e-12    1.150  0.540    0.992    2.20       5.0    5.31
56993.4083  56993.5729    7.800e-12  3.446e-12    1.278  0.565    0.788    2.20       5.0    6.36
56994.4056  56994.6549    5.416e-12  2.991e-12    0.887  0.490    1.000    2.20       5.0    3.74
56995.4028  56995.6521    1.680e-11  3.592e-12    2.752  0.589    1.000    2.20       5.0   27.25
56996.4000  56996.6493    2.031e-11  3.856e-12    3.329  0.632    1.000    2.20       5.0   33.86
56997.3972  56997.6465    7.800e-12  3.272e-12    1.278  0.536    1.000    2.20       5.0    6.77
56998.3944  56998.6438    1.762e-11  3.733e-12    2.886  0.612    1.000    2.20       5.0   29.14
56999.3917  56999.6417    1.186e-11  3.238e-12    1.943  0.530    1.000    2.20       5.0   17.03
57000.3896  57000.6389   -8.461e-13  2.750e-12   -0.139  0.451    1.000    2.20       5.0    0.11
57001.3868  57001.6361    5.254e-12  3.346e-12    0.861  0.548    0.946    2.20       5.0    2.79
57002.3840  57002.6333    6.213e-12  3.329e-12    1.018  0.545    0.993    2.20       5.0    4.03
57003.3812  57003.6306    3.185e-12  3.198e-12    0.522  0.524    1.000    2.20       5.0    1.08
57004.3785  57004.6278    3.449e-12  3.179e-12    0.565  0.521    1.000    2.20       5.0    1.26
57005.3757  57005.6250    8.556e-12  3.406e-12    1.402  0.558    1.000    2.20       5.0    7.75
57006.3729  57006.6222    1.507e-11  4.074e-12    2.470  0.667    0.783    2.20       5.0   17.87
57007.3701  57007.5340    1.610e-11  3.830e-12    2.639  0.628    0.785    2.20       5.0   23.33
57008.3674  57008.5319    1.725e-11  4.100e-12    2.826  0.672    0.791    2.20       5.0   21.57
57009.3646  57009.6139    1.641e-11  3.596e-12    2.689  0.589    1.000    2.20       5.0   26.46
57010.3618  57010.6111    5.124e-12  3.247e-12    0.840  0.532    1.000    2.20       5.0    2.88
57011.3590  57011.6083    4.759e-12  3.060e-12    0.780  0.501    1.000    2.20       5.0    2.83
57012.3562  57012.6056    1.587e-11  3.484e-12    2.601  0.571    1.000    2.20       5.0   28.83
57013.3535  57013.6028    1.137e-11  3.443e-12    1.862  0.564    0.968    2.20       5.0   13.48
57014.3514  57014.6007    1.965e-12  3.196e-12    0.322  0.524    1.000    2.20       5.0    0.40
57015.3486  57015.5979    6.932e-12  3.339e-12    1.136  0.547    0.994    2.20       5.0    5.05
57016.3458  57016.5951   -2.433e-12  2.884e-12   -0.399  0.473    0.934    2.20       5.0    0.86
57017.3431  57017.5924    1.245e-11  3.542e-12    2.041  0.580    0.922    2.20       5.0   16.06
57018.3403  57018.5896    5.962e-12  2.948e-12    0.977  0.483    1.000    2.20       5.0    5.06
