57015.1194,57015.3688,1.621E-11,5.425E-12,0.858,0.287,1,2.63,1000000,13.06,
57016.1174,57016.3667,1.437E-11,5.158E-12,0.761,0.273,1,2.63,1000000,12.62,
57017.1146,57017.3639,1.463E-11,5.567E-12,0.774,0.295,0.955,2.63,1000000,,9.42
57018.1118,57018.3611,2.233E-11,5.32E-12,1.182,0.282,0.97,2.63,1000000,29.35,
57019.109,57019.3583,2.831E-11,5.866E-12,1.499,0.311,0.95,2.63,1000000,42.19,
57020.1062,57020.3556,1.282E-11,4.772E-12,0.678,0.253,0.983,2.63,1000000,13.71,
57021.1035,57021.3528,1.239E-11,5.015E-12,0.656,0.266,1,2.63,1000000,,9.5
57022.1007,57022.35,1.2E-11,5.047E-12,0.635,0.267,1,2.63,1000000,,8.35
57023.0979,57023.3472,1.334E-11,5.18E-12,0.706,0.274,1,2.63,1000000,10.3,
57024.0951,57024.3444,1.953E-11,5.181E-12,1.034,0.274,1,2.63,1000000,27.5,
57025.0924,57025.3417,2.251E-11,5.673E-12,1.192,0.3,1,2.63,1000000,25.55,
57026.0896,57026.3389,3.018E-11,5.922E-12,1.598,0.314,1,2.63,1000000,46.57,
57027.0868,57027.3361,2.677E-11,5.899E-12,1.417,0.312,1,2.63,1000000,32.35,
57028.084,57028.3333,1.199E-11,5.236E-12,0.635,0.277,1,2.63,1000000,,7.54
57029.0813,57029.3306,2.437E-11,5.838E-12,1.29,0.309,0.921,2.63,1000000,31.28,
57030.0792,57030.3285,1.84E-11,5.472E-12,0.974,0.29,0.979,2.63,1000000,17.34,
57031.0764,57031.3257,1.97E-11,5.343E-12,1.043,0.283,0.977,2.63,1000000,23.13,
57032.0736,57032.3229,2.188E-11,5.376E-12,1.158,0.285,1,2.63,1000000,27.43,
57033.0708,57033.3201,2.728E-11,5.458E-12,1.444,0.289,1,2.63,1000000,46.46,
57034.0681,57034.3174,2.895E-11,5.884E-12,1.533,0.311,1,2.63,1000000,37.99,
57035.0653,57035.3146,1.355E-11,5.113E-12,0.717,0.271,1,2.63,1000000,10.09,
57036.0625,57036.3118,1.294E-11,4.55E-12,0.685,0.241,1,2.63,1000000,14.26,
57037.0597,57037.309,2.152E-11,5.836E-12,1.139,0.309,1,2.63,1000000,18.58,
57038.0569,57038.3063,1.277E-11,4.762E-12,0.676,0.252,1,2.63,1000000,12.89,
57039.0542,57039.3035,1.534E-11,4.907E-12,0.812,0.26,1,2.63,1000000,18.35,
57040.0514,57040.3007,3.71E-12,3.249E-12,0.196,0.172,1,2.63,1000000,,1.88
57041.0486,57041.2979,1.685E-11,5.313E-12,0.892,0.281,1,2.63,1000000,16.14,
57042.0458,57042.2951,2.239E-11,5.636E-12,1.185,0.298,0.999,2.63,1000000,25.34,
57043.0917,57043.2924,1.687E-11,5.739E-12,0.893,0.304,0.764,2.63,1000000,13.98,
57045.0382,57045.2875,2.05E-11,4.985E-12,1.085,0.264,1,2.63,1000000,34.74,
57046.0354,57046.2847,2.552E-11,5.69E-12,1.351,0.301,1,2.63,1000000,34.31,
57047.0326,57047.2819,9.644E-12,4.882E-12,0.511,0.258,0.973,2.63,1000000,,5.34
57048.0299,57048.2792,2.681E-11,5.252E-12,1.419,0.278,0.985,2.63,1000000,55.36,
57049.0271,57049.2764,2.366E-11,5.411E-12,1.253,0.286,0.984,2.63,1000000,34.93,
57050.0243,57050.2736,2.018E-11,5.369E-12,1.069,0.284,0.972,2.63,1000000,24.11,
57051.0215,57051.2708,1.293E-11,5.023E-12,0.684,0.266,0.947,2.63,1000000,,9.24
57052.0188,57052.2681,8.472E-12,4.664E-12,0.449,0.247,1,2.63,1000000,,4.36
57053.016,57053.2653,2.318E-11,5.834E-12,1.227,0.309,1,2.63,1000000,26.05,
57054.0132,57054.2625,2.353E-11,5.519E-12,1.246,0.292,1,2.63,1000000,29.16,
57055.0104,57055.2597,1.407E-11,4.733E-12,0.745,0.251,1,2.63,1000000,15.78,
57056.0076,57056.2569,1.701E-11,5.396E-12,0.9,0.286,1,2.63,1000000,14.93,
57057.0049,57057.2542,1.265E-12,5.204E-12,0.067,0.275,0.94,2.63,1000000,,0.06
57058.0021,57058.2514,2.052E-11,5.637E-12,1.086,0.298,0.978,2.63,1000000,24.76,
57058.9993,57059.2486,2.728E-11,5.963E-12,1.444,0.316,1,2.63,1000000,34.63,
57059.9972,57060.2465,1.355E-11,5.401E-12,0.717,0.286,1,2.63,1000000,,8.25
57060.9944,57061.2438,2.583E-11,5.965E-12,1.368,0.316,1,2.63,1000000,28.34,
57061.9917,57062.241,2.024E-11,5.184E-12,1.071,0.274,1,2.63,1000000,24.28,
57062.9889,57063.2382,1.594E-11,4.841E-12,0.844,0.256,0.993,2.63,1000000,20.54,
57063.9861,57064.2354,2.434E-11,5.604E-12,1.289,0.297,1,2.63,1000000,33.65,
57065.1062,57065.2326,5.998E-12,8.221E-12,0.317,0.435,0.507,2.63,1000000,,0.57
57065.9806,57066.2299,1.518E-11,5.174E-12,0.803,0.274,0.989,2.63,1000000,14.7,
57066.9778,57067.2271,2.015E-11,5.518E-12,1.067,0.292,0.99,2.63,1000000,18.44,
57067.975,57068.2243,1.421E-11,4.861E-12,0.752,0.257,0.991,2.63,1000000,16.55,
57068.9722,57069.2215,2.038E-11,5.426E-12,1.079,0.287,0.992,2.63,1000000,20.78,
57069.9694,57070.2188,1.645E-11,5.239E-12,0.871,0.277,0.993,2.63,1000000,14.67,
57070.9667,57071.216,2.663E-11,6.282E-12,1.41,0.333,1,2.63,1000000,26.16,
57071.9639,57072.2132,2.677E-11,5.385E-12,1.417,0.285,1,2.63,1000000,43.06,
57072.9611,57073.2104,2.136E-11,5.27E-12,1.131,0.279,0.996,2.63,1000000,27.57,
57073.959,57074.2083,2.498E-11,5.569E-12,1.322,0.295,0.996,2.63,1000000,34.39,
57074.9611,57075.2056,1.296E-11,5.121E-12,0.686,0.271,0.992,2.63,1000000,,8.94
57075.9535,57076.2028,2.564E-11,5.647E-12,1.358,0.299,1,2.63,1000000,35.46,
57076.9507,57077.2,2.199E-11,5.438E-12,1.164,0.288,1,2.63,1000000,30.29,
57077.9479,57078.1972,2.129E-11,5.201E-12,1.127,0.275,0.995,2.63,1000000,27.82,
57078.9479,57079.1944,1.46E-11,5.217E-12,0.773,0.276,0.997,2.63,1000000,12.28,
57079.9486,57080.1917,1.78E-11,5.344E-12,0.942,0.283,0.998,2.63,1000000,18.71,
57080.9396,57081.1889,1.955E-11,5.325E-12,1.035,0.282,1,2.63,1000000,23.12,
57081.9368,57082.1861,1.745E-11,4.977E-12,0.924,0.263,1,2.63,1000000,21.08,
57082.934,57083.1833,2.333E-11,5.581E-12,1.235,0.295,1,2.63,1000000,30.18,
57083.9313,57084.1806,1.528E-11,4.98E-12,0.809,0.264,1,2.63,1000000,14.62,
57084.9285,57085.1778,1.953E-11,5.033E-12,1.034,0.266,1,2.63,1000000,26.72,
57085.9257,57086.175,2.778E-11,5.872E-12,1.471,0.311,1,2.63,1000000,38.78,
57086.9229,57087.1722,2.28E-11,5.361E-12,1.207,0.284,0.992,2.63,1000000,35.62,
57087.9201,57088.1694,3.287E-11,6.227E-12,1.74,0.33,0.992,2.63,1000000,43.77,
57088.9181,57089.1674,1.764E-11,5.137E-12,0.934,0.272,0.991,2.63,1000000,18.7,
57089.9153,57090.1646,2.016E-11,5.149E-12,1.067,0.273,1,2.63,1000000,30.58,
57090.9125,57091.1618,1.755E-11,5.428E-12,0.929,0.287,1,2.63,1000000,15.98,
57091.9097,57092.159,1.496E-11,5.084E-12,0.792,0.269,0.987,2.63,1000000,14.22,
57092.9528,57093.1562,3.171E-11,7.896E-12,1.678,0.418,0.616,2.63,1000000,31.5,
57094.941,57095.1507,2.81E-11,6.307E-12,1.487,0.334,0.781,2.63,1000000,32.34,
57095.8986,57096.1479,2.193E-11,6.239E-12,1.161,0.33,0.787,2.63,1000000,24.04,
57096.8958,57097.1451,1.402E-11,5.86E-12,0.742,0.31,0.81,2.63,1000000,10.65,
57097.9153,57098.1424,2.958E-11,5.881E-12,1.566,0.311,0.946,2.63,1000000,38.84,
57098.8993,57099.1396,1.863E-11,5.305E-12,0.986,0.281,0.973,2.63,1000000,21.64,
57099.8875,57100.1368,1.782E-11,5.12E-12,0.943,0.271,0.916,2.63,1000000,23.76,
57100.8847,57101.134,1.657E-11,5.148E-12,0.877,0.273,0.973,2.63,1000000,17.24,
57101.8819,57102.1312,2.282E-11,5.555E-12,1.208,0.294,0.968,2.63,1000000,23.54,
57102.8792,57103.1285,2.56E-11,5.503E-12,1.355,0.291,0.999,2.63,1000000,36.07,
57103.8785,57104.1264,9.816E-12,6.534E-12,0.52,0.346,0.509,2.63,1000000,,3.87
57104.8743,57105.1236,1.14E-11,5.388E-12,0.603,0.285,0.723,2.63,1000000,,7.37
57106.8688,57107.1181,2.877E-11,8.27E-12,1.523,0.438,0.563,2.63,1000000,17.76,
57107.866,57108.1153,2.163E-11,6.939E-12,1.145,0.367,0.65,2.63,1000000,17.84,
57108.8632,57109.1125,1.797E-11,5.16E-12,0.951,0.273,0.946,2.63,1000000,21.45,
57109.8604,57110.1097,1.591E-11,6.969E-12,0.842,0.369,0.549,2.63,1000000,10.55,
57113.8528,57114.0986,1.865E-11,6.032E-12,0.987,0.319,0.942,2.63,1000000,13.52,
57114.8465,57115.0958,2.043E-11,5.399E-12,1.081,0.286,0.882,2.63,1000000,25.59,
57116.841,57117.0903,1.755E-11,4.765E-12,0.929,0.252,0.985,2.63,1000000,25.1,
57117.8389,57118.0882,2.37E-11,5.38E-12,1.255,0.285,0.986,2.63,1000000,37.49,
57118.8361,57119.0854,2.34E-11,5.561E-12,1.239,0.294,0.951,2.63,1000000,30.82,
57119.8333,57120.0826,1.228E-11,4.534E-12,0.65,0.24,1,2.63,1000000,13.06,
57120.8306,57121.0799,1.956E-11,5.095E-12,1.036,0.27,0.988,2.63,1000000,27.5,
57122.825,57123.0743,2.3E-11,5.813E-12,1.218,0.308,0.896,2.63,1000000,21.89,
57123.8222,57124.0715,1.277E-11,5.272E-12,0.676,0.279,0.934,2.63,1000000,,8.94
57124.8194,57125.0687,2.765E-11,5.206E-12,1.464,0.276,0.955,2.63,1000000,62.13,
57125.8181,57126.066,2.293E-11,6.706E-12,1.214,0.355,0.735,2.63,1000000,15.11,
57126.8139,57127.0632,2.279E-11,7.307E-12,1.206,0.387,0.556,2.63,1000000,17.56,
57127.8556,57128.0604,2.882E-11,5.544E-12,1.525,0.293,0.93,2.63,1000000,52.11,
57129.8056,57130.0549,2.666E-11,8.129E-12,1.411,0.43,0.5,2.63,1000000,17.38,
57130.8028,57131.0521,7.129E-12,5.892E-12,0.377,0.312,0.803,2.63,1000000,,1.71
57131.8,57132.0493,2.629E-11,5.188E-12,1.392,0.275,1,2.63,1000000,52.92,
57132.7979,57133.0472,4.43E-12,4.779E-12,0.235,0.253,1,2.63,1000000,,1.01
57133.7951,57134.0444,2.499E-11,6.951E-12,1.323,0.368,0.56,2.63,1000000,27.54,
57134.7924,57135.0417,1.864E-11,4.826E-12,0.987,0.255,0.939,2.63,1000000,32.11,
57135.7896,57136.0389,2.117E-11,5.451E-12,1.12,0.289,0.958,2.63,1000000,29.18,
57136.7868,57137.0361,1.852E-11,5.091E-12,0.98,0.269,1,2.63,1000000,23.84,
57137.784,57138.0333,7.73E-12,3.853E-12,0.409,0.204,0.98,2.63,1000000,,7.47
57138.7812,57139.0306,2.606E-11,5.43E-12,1.38,0.287,1,2.63,1000000,44.31,
57139.7785,57140.0278,1.461E-11,5.375E-12,0.773,0.285,1,2.63,1000000,12.31,
57140.7757,57141.025,1.843E-11,5.548E-12,0.976,0.294,1,2.63,1000000,20.16,
57141.7729,57142.0222,3.225E-11,5.821E-12,1.707,0.308,0.98,2.63,1000000,51.81,
57142.7701,57143.0194,1.942E-11,5.142E-12,1.028,0.272,0.988,2.63,1000000,25.44,
57144.7646,57145.0139,1.891E-11,5.512E-12,1.001,0.292,0.985,2.63,1000000,16.03,
57146.8299,57147.0083,2.217E-11,7.233E-12,1.173,0.383,0.511,2.63,1000000,16.68,
57147.7569,57148.0062,1.844E-11,7.693E-12,0.976,0.407,0.515,2.63,1000000,,8.17
57149.7514,57150.0007,1.372E-11,7.331E-12,0.726,0.388,0.506,2.63,1000000,,5.84
57150.7486,57150.9979,2.196E-11,7.417E-12,1.162,0.393,0.617,2.63,1000000,13.62,
57151.7458,57151.9951,1.911E-11,5.097E-12,1.012,0.27,1,2.63,1000000,24.93,
57152.7431,57152.9924,1.479E-11,6.46E-12,0.783,0.342,0.755,2.63,1000000,,6.82
57153.7403,57153.9896,1.397E-11,5.259E-12,0.74,0.278,0.811,2.63,1000000,13.28,
57154.7375,57154.9868,2.641E-11,7.301E-12,1.398,0.386,0.673,2.63,1000000,22.25,
57155.7368,57155.984,1.585E-11,5.248E-12,0.839,0.278,0.952,2.63,1000000,12.95,
57156.7319,57156.9812,1.582E-11,5.335E-12,0.837,0.282,0.903,2.63,1000000,16.7,
57157.7812,57157.9785,2.362E-11,5.264E-12,1.25,0.279,0.908,2.63,1000000,38.07,
57159.7236,57159.9729,1.974E-11,5.628E-12,1.045,0.298,0.867,2.63,1000000,18.93,
57160.7208,57160.9701,1.373E-11,4.963E-12,0.727,0.263,0.971,2.63,1000000,11.32,
57161.7188,57161.9681,2.164E-11,5.45E-12,1.146,0.288,0.961,2.63,1000000,25.56,
57162.716,57162.9653,3.313E-11,7.018E-12,1.754,0.372,0.715,2.63,1000000,38.73,
57163.7132,57163.9625,1.361E-11,6.239E-12,0.72,0.33,0.759,2.63,1000000,,6.15
57165.7076,57165.9569,2.131E-11,5.303E-12,1.128,0.281,0.989,2.63,1000000,28.15,
57167.7021,57167.9514,1.102E-11,6.417E-12,0.584,0.34,0.617,2.63,1000000,,3.7
57168.6993,57168.9486,1.837E-11,6.209E-12,0.972,0.329,0.7,2.63,1000000,11.26,
57169.6965,57169.8743,2.375E-11,7.129E-12,1.257,0.377,0.681,2.63,1000000,15.47,
57171.691,57171.9403,1.584E-11,4.954E-12,0.839,0.262,0.958,2.63,1000000,18.35,
57172.6882,57172.9375,2.167E-11,5.094E-12,1.147,0.27,0.986,2.63,1000000,34.9,
57173.6854,57173.9347,1.425E-11,5.491E-12,0.754,0.291,1,2.63,1000000,,8.68
57174.6826,57174.9319,1.736E-11,5.066E-12,0.919,0.268,1,2.63,1000000,18.67,
57175.6799,57175.9292,2.221E-11,5.311E-12,1.176,0.281,0.967,2.63,1000000,36.52,
57176.6778,57176.9271,8.706E-12,4.91E-12,0.461,0.26,0.902,2.63,1000000,,5.11
57178.6722,57178.9215,1.45E-11,4.737E-12,0.768,0.251,0.996,2.63,1000000,15.28,
57179.6694,57179.9187,2.754E-11,5.461E-12,1.458,0.289,0.992,2.63,1000000,45.95,
57180.6667,57180.916,2.182E-11,5.229E-12,1.155,0.277,1,2.63,1000000,29.82,
57186.65,57186.8993,2.274E-11,6.871E-12,1.204,0.364,0.725,2.63,1000000,15.65,
57187.6472,57187.8965,2.02E-11,5.42E-12,1.069,0.287,0.967,2.63,1000000,21.9,
57188.6444,57188.8938,1.168E-11,4.792E-12,0.618,0.254,0.99,2.63,1000000,10.14,
57189.6417,57189.891,2.236E-11,5.545E-12,1.184,0.294,0.959,2.63,1000000,25.15,
57191.6368,57191.8861,2.691E-11,6.969E-12,1.424,0.369,0.68,2.63,1000000,26.45,
57192.634,57192.8833,2.997E-11,6.613E-12,1.587,0.35,0.773,2.63,1000000,33.97,
57193.6312,57193.8806,1.879E-11,5.101E-12,0.995,0.27,0.928,2.63,1000000,27.42,
57194.6285,57194.8778,1.572E-11,5.19E-12,0.832,0.275,0.841,2.63,1000000,15.42,
57196.6229,57196.8722,2.077E-11,5.423E-12,1.1,0.287,0.978,2.63,1000000,22.99,
57197.6201,57197.8694,1.88E-11,5.106E-12,0.995,0.27,0.905,2.63,1000000,20.71,
57199.6146,57199.8639,1.608E-11,5.793E-12,0.851,0.307,0.763,2.63,1000000,12.18,
57200.6118,57200.8611,1.682E-11,5.04E-12,0.89,0.267,0.947,2.63,1000000,18.13,
57201.609,57201.8583,8.607E-12,4.661E-12,0.456,0.247,0.985,2.63,1000000,,6.1
57202.6062,57202.8556,1.485E-11,4.808E-12,0.786,0.255,0.983,2.63,1000000,14.53,
57203.6035,57203.8528,6.03E-12,6.024E-12,0.319,0.319,0.517,2.63,1000000,,1.43
57204.6007,57204.85,2.354E-11,5.766E-12,1.246,0.305,0.992,2.63,1000000,24.69,
57205.5979,57205.8479,1.443E-11,5.033E-12,0.764,0.266,1,2.63,1000000,14.81,
57207.5931,57207.8424,2.331E-11,5.426E-12,1.234,0.287,0.971,2.63,1000000,31.37,
57208.5903,57208.8396,1.768E-11,5.156E-12,0.936,0.273,1,2.63,1000000,17.76,
57209.5875,57209.8368,1.5E-11,5.267E-12,0.794,0.279,0.978,2.63,1000000,13.78,
57210.5847,57210.834,1.777E-11,5.293E-12,0.941,0.28,0.789,2.63,1000000,20.12,
57211.5819,57211.8313,1.872E-11,4.83E-12,0.991,0.256,0.988,2.63,1000000,27.55,
57212.5792,57212.8285,1.736E-11,5.384E-12,0.919,0.285,0.967,2.63,1000000,17.65,
57213.5764,57213.8257,9.988E-12,4.572E-12,0.529,0.242,0.839,2.63,1000000,,9.5
57214.5736,57214.8229,2.044E-11,5.315E-12,1.082,0.281,0.994,2.63,1000000,23.01,
57215.5708,57215.8201,1.955E-11,4.876E-12,1.035,0.258,1,2.63,1000000,31.66,
57219.5597,57219.809,2.156E-11,5.375E-12,1.141,0.285,0.993,2.63,1000000,25.24,
57220.5576,57220.8069,2.675E-11,5.537E-12,1.416,0.293,1,2.63,1000000,39.73,
57221.5549,57221.8042,2.947E-11,5.671E-12,1.56,0.3,1,2.63,1000000,44.64,
57222.5521,57222.8014,1.633E-11,5.129E-12,0.865,0.272,1,2.63,1000000,18.13,
57224.5465,57224.7958,2.788E-11,5.571E-12,1.476,0.295,1,2.63,1000000,39.63,
57225.5437,57225.7931,1.631E-11,4.832E-12,0.863,0.256,1,2.63,1000000,19.3,
57226.541,57226.7903,2.652E-11,5.944E-12,1.404,0.315,0.931,2.63,1000000,31.53,
57227.5382,57227.7875,2.307E-11,5.416E-12,1.221,0.287,0.996,2.63,1000000,28.4,
57228.5354,57228.7847,1.238E-11,5.275E-12,0.655,0.279,1,2.63,1000000,,7.11
57229.5326,57229.7819,1.266E-11,5.125E-12,0.67,0.271,1,2.63,1000000,,8.13
57230.5299,57230.7792,1.95E-11,5.134E-12,1.032,0.272,1,2.63,1000000,27.39,
57231.5271,57231.7764,2.215E-11,5.609E-12,1.173,0.297,1,2.63,1000000,26.83,
57232.5243,57232.7736,1.619E-11,4.542E-12,0.857,0.24,0.998,2.63,1000000,27.27,
57233.5215,57233.7708,1.947E-11,4.896E-12,1.031,0.259,1,2.63,1000000,32.15,
57235.5167,57235.766,1.378E-11,5.26E-12,0.729,0.278,1,2.63,1000000,10.27,
57236.5139,57236.7632,1.512E-11,5.441E-12,0.8,0.288,1,2.63,1000000,,9.49
57237.5111,57237.7604,1.317E-11,5.323E-12,0.697,0.282,1,2.63,1000000,,7.66
57238.5083,57238.7576,2.353E-11,5.721E-12,1.246,0.303,1,2.63,1000000,26.73,
57239.5056,57239.7549,2.724E-11,5.728E-12,1.442,0.303,0.979,2.63,1000000,41.3,
57240.5028,57240.7521,2.386E-11,5.506E-12,1.263,0.291,0.935,2.63,1000000,33.41,
57241.5,57241.7493,2.448E-11,5.378E-12,1.296,0.285,1,2.63,1000000,39.68,
57242.4972,57242.7465,2.578E-11,5.331E-12,1.365,0.282,1,2.63,1000000,42.03,
57243.4944,57243.7438,1.536E-11,4.954E-12,0.813,0.262,1,2.63,1000000,16.54,
57244.4917,57244.741,1.434E-11,4.86E-12,0.759,0.257,1,2.63,1000000,11.99,
57245.4889,57245.7382,1.375E-11,5.051E-12,0.728,0.267,1,2.63,1000000,11.27,
57247.4833,57247.7326,9.086E-12,4.773E-12,0.481,0.253,1,2.63,1000000,,7.13
57249.4778,57249.7278,1.323E-11,5.914E-12,0.7,0.313,0.71,2.63,1000000,,6.75
57250.4757,57250.725,1.379E-11,5.359E-12,0.73,0.284,1,2.63,1000000,,8.96
57251.4729,57251.7222,1.491E-11,5.095E-12,0.79,0.27,0.987,2.63,1000000,12.29,
57252.4701,57252.7194,1.46E-11,5.666E-12,0.773,0.3,0.949,2.63,1000000,,8.6
57253.4674,57253.7167,2.061E-11,5.737E-12,1.091,0.304,0.886,2.63,1000000,21.48,
57254.4646,57254.7139,1.88E-11,5.437E-12,0.995,0.288,0.882,2.63,1000000,17.71,
57255.4618,57255.7111,1.751E-11,4.986E-12,0.927,0.264,0.894,2.63,1000000,24.66,
57256.459,57256.7083,1.072E-11,4.544E-12,0.567,0.241,0.933,2.63,1000000,,9.99
57257.4563,57257.7056,1.945E-11,5.703E-12,1.03,0.302,0.933,2.63,1000000,17.21,
57258.4535,57258.7028,8.454E-12,4.553E-12,0.448,0.241,0.929,2.63,1000000,,6.09
57259.4507,57259.7,1.725E-11,5.365E-12,0.913,0.284,1,2.63,1000000,14.91,
57260.4479,57260.6972,2.825E-11,5.688E-12,1.495,0.301,1,2.63,1000000,43.3,
57261.4451,57261.6944,1.359E-11,5.931E-12,0.719,0.314,0.698,2.63,1000000,,7.5
57262.4424,57262.6917,2.164E-11,5.668E-12,1.146,0.3,0.866,2.63,1000000,25.34,
57263.4396,57263.6889,2.258E-11,5.701E-12,1.195,0.302,0.975,2.63,1000000,24.03,
57264.4375,57264.6868,1.563E-11,5.151E-12,0.827,0.273,1,2.63,1000000,17.03,
57265.4347,57265.684,2.264E-11,5.242E-12,1.198,0.278,1,2.63,1000000,31.2,
57266.4319,57266.6813,2.793E-11,5.944E-12,1.479,0.315,0.999,2.63,1000000,34.59,
57267.4292,57267.6785,1.942E-11,4.973E-12,1.028,0.263,1,2.63,1000000,24.88,
57268.4264,57268.6757,2.084E-11,5.62E-12,1.103,0.298,0.983,2.63,1000000,25,
57269.4236,57269.6729,1.959E-11,5.157E-12,1.037,0.273,1,2.63,1000000,24.6,
57270.4208,57270.6701,3.615E-11,5.961E-12,1.914,0.316,0.949,2.63,1000000,73.1,
57271.4181,57271.6674,1.629E-11,5.679E-12,0.863,0.301,0.97,2.63,1000000,11.41,
57272.4153,57272.6646,2.673E-11,5.398E-12,1.415,0.286,0.998,2.63,1000000,48.76,
57273.4125,57273.6618,2.401E-11,5.429E-12,1.271,0.287,1,2.63,1000000,31,
57274.4097,57274.659,2.461E-11,5.74E-12,1.303,0.304,1,2.63,1000000,25.93,
57275.4069,57275.6562,2.829E-11,5.919E-12,1.498,0.313,0.928,2.63,1000000,39.69,
57276.4042,57276.6535,2.591E-11,5.896E-12,1.372,0.312,0.917,2.63,1000000,32.06,
57277.4014,57277.6507,1.888E-11,5.536E-12,0.999,0.293,0.941,2.63,1000000,16.64,
57278.3986,57278.6479,2.031E-11,5.538E-12,1.075,0.293,0.923,2.63,1000000,21.73,
57279.3965,57279.6458,8.828E-12,5.094E-12,0.467,0.27,0.928,2.63,1000000,,3.61
57280.3938,57280.6431,1.886E-11,5.542E-12,0.998,0.293,0.937,2.63,1000000,16.74,
57281.391,57281.6403,2.564E-11,5.272E-12,1.357,0.279,1,2.63,1000000,49.29,
57282.3882,57282.6375,1.517E-11,5.579E-12,0.803,0.295,0.993,2.63,1000000,,9.13
57283.3854,57283.6347,2.234E-11,5.834E-12,1.182,0.309,0.994,2.63,1000000,20.79,
57284.3826,57284.6319,1.266E-11,4.491E-12,0.67,0.238,1,2.63,1000000,15.44,
57285.3799,57285.6292,1.604E-11,5.013E-12,0.849,0.265,1,2.63,1000000,16.02,
57286.3771,57286.6264,1.834E-11,4.837E-12,0.971,0.256,0.979,2.63,1000000,30.78,
57287.3743,57287.6236,1.906E-11,5.302E-12,1.009,0.281,0.97,2.63,1000000,19.66,
57288.3715,57288.6208,2.444E-11,5.439E-12,1.294,0.288,0.985,2.63,1000000,32,
57290.366,57290.6153,2.077E-11,6.16E-12,1.099,0.326,0.753,2.63,1000000,19.97,
57291.3632,57291.6125,1.62E-11,4.613E-12,0.858,0.244,1,2.63,1000000,24.21,
57292.3604,57292.6097,1.388E-11,4.599E-12,0.735,0.243,1,2.63,1000000,16.75,
57293.3576,57293.6076,2.075E-11,5.209E-12,1.098,0.276,1,2.63,1000000,27.02,
57294.3556,57294.6049,2.353E-11,5.518E-12,1.246,0.292,0.995,2.63,1000000,27.17,
57295.3528,57295.6021,2.446E-11,5.29E-12,1.295,0.28,0.982,2.63,1000000,39.61,
57296.35,57296.5993,1.897E-11,5.083E-12,1.004,0.269,1,2.63,1000000,26.15,
57297.3472,57297.5965,1.16E-11,4.542E-12,0.614,0.24,1,2.63,1000000,11.29,
57298.3444,57298.5938,1.683E-11,5.164E-12,0.891,0.273,1,2.63,1000000,16.58,
57299.3417,57299.591,2.285E-11,5.385E-12,1.209,0.285,1,2.63,1000000,30.76,
57300.3389,57300.5882,2.458E-11,5.259E-12,1.301,0.278,0.983,2.63,1000000,39.14,
